Ie_bcg	Ie_icl	R_transition	R_transition_arcsec	chi2	f_ICL_sersic	flux_bcg	flux_icl	n_bcg	n_icl	re_bcg	re_bcg_arcsec	re_icl	re_icl_arcsec
4.405061e-01	8.510363e-03	7.729090e+01	4.869327e+00	8.843281e+00	8.169768e-01	5.600727e+03	2.500047e+04	1.548841e+00	1.150574e+00	2.960577e+01	1.865164e+00	4.807950e+02	3.029009e+01
