NUMBER	X_IMAGE	Y_IMAGE	RA	DEC	A_IMAGE	B_IMAGE	THETA_IMAGE	ELLIPTICITY	FLUX_AUTO	FLUXERR_AUTO	MAG_AUTO	MAGERR_AUTO	KRON_RADIUS	R_EFF_PIX	R_EFF_ARCSEC	MU_EFF	SNR_TOTAL	FLUX_APER_5	FLUX_APER_10	FLUX_APER_20	FLUX_APER_40	SERSIC_N	SERSIC_RE	SERSIC_CHI2	MAG_SERSIC	MU_EFF_SERSIC	LSBG_CONF	LSBG_GRADE	FLAGS	LABEL	MATCH_INFO
618	3820.928	5339.985	21.4608700	-1.2300438	14.860	9.607	62.771	0.3535	1.543007e+04	3.883284e+02	19.5291	0.0273	4.171	24.953	6.5626	28.0255	39.735	2.977393e+02	4.289063e+02	6.258346e+02	1.609625e+03	0.701	3.169	6.431	23.7272	25.0943	0.512	B	0	0	unmatched_89.03
619	711.321	5426.553	21.6880922	-1.2237050	20.546	11.030	-26.231	0.4632	1.337584e+05	6.043863e+02	17.1842	0.0049	4.569	16.647	4.3781	28.4632	221.313	2.059391e+01	1.343395e+02	3.863696e+02	6.663426e+02	0.360	68.843	5.885	21.0314	28.7278	0.376	C	0	0	unmatched_369.95
620	3922.486	5393.240	21.4534489	-1.2261535	14.102	9.475	70.171	0.3281	8.048513e+03	3.123861e+02	20.2357	0.0421	3.500	29.994	7.8885	27.4901	25.765	1.550395e+02	5.144842e+02	1.160696e+03	3.772857e+03	NaN	NaN	NaN	NaN	NaN	0.540	B	0	0	unmatched_117.87
621	3939.508	5429.877	21.4522051	-1.2234770	7.677	7.284	-49.886	0.0512	4.598439e+03	2.034367e+02	20.8435	0.0480	3.500	17.965	4.7247	27.7051	22.604	2.536402e+02	4.277848e+02	7.202044e+02	3.410279e+03	NaN	NaN	NaN	NaN	NaN	0.538	B	0	0	unmatched_127.74
622	5914.245	5441.682	21.3079075	-1.2226134	19.459	11.094	-11.706	0.4299	1.358681e+04	4.316058e+02	19.6672	0.0345	3.757	20.066	5.2773	26.9337	31.480	7.155436e+01	2.880048e+02	1.469390e+03	1.947633e+03	0.360	19.087	4.276	22.1234	26.6916	0.587	B	0	0	unmatched_451.31
623	4969.656	5478.481	21.3769303	-1.2199266	16.103	11.553	-32.489	0.2825	1.961157e+04	4.967266e+02	19.2687	0.0275	4.369	22.671	5.9625	27.9053	39.482	5.379577e-02	1.323306e+02	6.778539e+02	1.144081e+03	NaN	NaN	NaN	NaN	NaN	0.468	C	0	0	unmatched_376.54
624	5822.342	5475.782	21.3146231	-1.2201225	14.255	10.279	-58.585	0.2789	8.428856e+03	3.528861e+02	20.1856	0.0455	3.727	15.360	4.0397	27.9747	23.885	-1.881741e+01	1.575074e+01	5.746432e+02	6.007648e+02	0.615	7.033	3.744	25.3084	26.2489	0.531	B	0	0	unmatched_448.61
625	103.405	5537.052	21.7325113	-1.2156276	10.653	4.336	4.343	0.5930	1.349858e+03	1.844442e+02	22.1743	0.1484	3.620	17.666	4.6461	28.3319	7.319	1.265174e+02	2.321739e+02	3.263581e+02	6.898784e+02	0.360	4.087	3.224	24.0665	25.8484	0.298	D	0	0	unmatched_488.75
626	2210.323	5584.449	21.5785583	-1.2121795	12.164	4.618	-75.419	0.6203	2.168384e+03	1.946436e+02	21.6597	0.0975	3.500	24.549	6.4563	28.4749	11.140	2.501306e+02	3.607942e+02	3.442333e+02	1.350073e+03	0.482	3.713	3.413	23.7961	25.5471	0.359	C	0	0	unmatched_140.11
627	2503.884	5604.400	21.5571075	-1.2107233	14.168	8.245	-69.756	0.4181	1.068169e+04	2.878488e+02	19.9284	0.0293	3.500	10.504	2.7625	27.9370	37.109	3.124882e+01	1.239783e+02	6.937083e+02	4.065184e+02	0.360	18.109	3.459	23.0310	27.4284	0.452	C	0	0	unmatched_177.67
628	4438.733	5662.472	21.4157257	-1.2064852	6.449	3.785	68.934	0.4131	1.814731e+03	1.295212e+02	21.8530	0.0775	3.500	11.165	2.9365	26.8188	14.011	3.436362e+02	4.886295e+02	1.084438e+03	1.974931e+03	NaN	NaN	NaN	NaN	NaN	0.491	C	0	0	unmatched_268.78
629	3645.039	5681.368	21.4737218	-1.2051039	15.760	5.866	81.635	0.6278	1.259795e+03	2.445424e+02	22.2492	0.2108	3.500	12.249	3.2214	28.4528	5.152	1.157316e+01	7.076223e+01	3.505334e+02	2.580723e+02	0.360	19.829	2.976	22.9144	27.4231	0.246	D	0	0	unmatched_155.84
630	1172.712	5803.173	21.6543753	-1.1961948	9.907	3.647	23.509	0.6319	1.500160e+03	1.602435e+02	22.0597	0.1160	3.500	19.273	5.0688	28.3823	9.362	2.247985e+02	3.004548e+02	3.885561e+02	7.501826e+02	0.756	3.558	3.348	23.8758	25.2833	0.344	C	0	0	unmatched_311.83
631	5856.401	5813.705	21.3121354	-1.1954356	13.594	5.665	-13.468	0.5833	1.122970e+04	3.145494e+02	19.8741	0.0304	5.079	13.312	3.5010	27.9011	35.701	2.292427e+01	1.527244e+02	3.260247e+02	4.926262e+02	NaN	NaN	NaN	NaN	NaN	0.360	C	0	0	unmatched_533.86
632	3028.345	5846.397	21.5187837	-1.1930462	9.052	6.358	79.192	0.2976	1.312397e+04	2.329265e+02	19.7048	0.0193	3.979	19.839	5.2177	27.4611	56.344	2.711615e+02	4.756101e+02	9.074942e+02	3.157919e+03	0.360	4.381	6.068	23.5741	25.5775	0.535	B	0	0	unmatched_247.71
633	3861.223	5854.736	21.4579247	-1.1924390	19.369	7.746	-64.428	0.6001	5.436990e+03	3.268701e+02	20.6616	0.0653	3.500	34.215	8.9985	28.4640	16.633	2.590953e+02	4.003624e+02	6.591768e+02	1.243050e+03	NaN	NaN	NaN	NaN	NaN	0.323	C	0	0	unmatched_212.97
634	937.089	5892.338	21.6715914	-1.1896794	18.144	9.425	-74.911	0.4806	5.002834e+03	3.389555e+02	20.7520	0.0736	3.500	32.411	8.5240	28.2381	14.760	2.961234e+02	3.990962e+02	4.634907e+02	1.497292e+03	0.476	3.672	3.363	23.5372	25.3774	0.466	C	0	0	unmatched_375.44
635	4855.151	5892.648	21.3852975	-1.1896698	36.498	15.502	-18.777	0.5753	2.904034e+04	6.754931e+02	18.8425	0.0253	3.500	34.907	9.1806	28.2398	42.991	2.933431e+01	9.553351e+01	2.279708e+02	1.671139e+03	NaN	NaN	NaN	NaN	NaN	0.392	C	0	0	unmatched_393.58
636	3254.866	5887.324	21.5022316	-1.1900570	21.661	13.105	16.104	0.3950	7.630470e+04	4.416955e+02	17.7936	0.0063	3.500	30.193	7.9408	24.4247	172.754	4.556223e+02	9.277409e+02	1.627995e+03	6.618057e+04	NaN	NaN	NaN	NaN	NaN	0.416	C	0	0	unmatched_227.29
637	2320.324	5901.178	21.5705188	-1.1890416	5.816	5.125	-6.458	0.1188	4.373564e+03	1.514170e+02	20.8979	0.0376	3.632	11.581	3.0458	26.9589	28.884	2.912022e+02	4.204636e+02	1.351598e+03	3.495771e+03	NaN	NaN	NaN	NaN	NaN	0.600	B	0	0	unmatched_227.87
638	2360.931	5796.693	21.5675522	-1.1966748	15.599	7.873	84.406	0.4953	8.300075e+03	3.144460e+02	20.2023	0.0411	3.736	13.706	3.6046	27.3333	26.396	2.400879e+02	3.956309e+02	4.906149e+02	1.007618e+03	0.706	4.491	4.245	23.6500	25.6355	0.550	B	0	0	unmatched_204.76
639	5061.125	5926.431	21.3702470	-1.1872017	17.689	14.642	-28.395	0.1723	1.461352e+04	4.354062e+02	19.5881	0.0323	3.500	15.175	3.9911	26.7635	33.563	2.694019e+01	2.791752e+02	1.210156e+03	1.946315e+03	0.406	10.968	3.620	22.4739	25.6059	0.668	B	0	0	unmatched_444.61
640	2575.269	5935.641	21.5518897	-1.1865250	14.829	7.228	-67.549	0.5126	4.695276e+03	2.616904e+02	20.8208	0.0605	3.500	28.148	7.4028	27.7530	17.942	4.558718e+02	6.849140e+02	9.344594e+02	2.459285e+03	NaN	NaN	NaN	NaN	NaN	0.432	C	0	0	unmatched_261.33
641	4497.176	5826.799	21.4114551	-1.1944804	31.704	17.730	82.224	0.4408	2.855364e+04	6.480093e+02	18.8608	0.0246	3.500	37.409	9.8386	27.6703	44.064	6.989968e+02	1.339603e+03	2.022231e+03	2.788061e+03	NaN	NaN	NaN	NaN	NaN	0.513	B	0	0	unmatched_306.89
642	4530.280	5909.402	21.4090362	-1.1884459	7.416	4.936	-15.065	0.3345	3.225677e+03	1.707751e+02	21.2284	0.0575	3.500	14.396	3.7862	27.4917	18.888	2.474961e+02	3.337091e+02	8.392463e+02	2.713893e+03	NaN	NaN	NaN	NaN	NaN	0.473	C	0	0	unmatched_327.54
643	1271.972	5975.594	21.6471211	-1.1835994	18.364	10.331	-5.062	0.4374	5.432260e+03	3.805399e+02	20.6625	0.0761	3.573	20.452	5.3790	28.0867	14.275	2.608034e+01	1.545207e+02	5.156264e+02	7.851391e+02	0.360	21.883	3.648	23.1855	27.0235	0.416	C	0	0	unmatched_323.88
644	1614.018	5973.941	21.6221280	-1.1837223	17.025	9.822	77.156	0.4231	5.952761e+03	3.296699e+02	20.5632	0.0601	3.500	12.647	3.3261	27.3727	18.057	3.045615e+01	2.902520e+02	5.010062e+02	9.513017e+02	0.360	9.294	7.679	23.3960	26.7350	0.466	C	0	0	unmatched_271.36
645	6050.669	5963.195	21.2979405	-1.1845142	27.259	12.656	73.039	0.5357	3.482544e+04	5.322495e+02	18.6453	0.0166	3.948	27.462	7.2226	28.0906	65.431	9.181604e+00	6.799087e+00	1.652455e+02	1.629765e+03	NaN	NaN	NaN	NaN	NaN	0.396	C	0	0	unmatched_590.16
646	4830.975	5994.988	21.3870642	-1.1821935	17.407	10.360	4.432	0.4048	4.596477e+03	3.865225e+02	20.8439	0.0913	3.500	19.166	5.0407	27.5740	11.892	6.368445e+01	2.021569e+02	8.488079e+02	1.458990e+03	0.360	21.093	4.101	22.2340	27.3864	0.456	C	0	0	unmatched_403.47
647	5854.267	6008.243	21.3122918	-1.1812237	28.009	10.719	-41.171	0.6173	1.487857e+04	4.823229e+02	19.5686	0.0352	3.854	28.973	7.6199	28.4024	30.848	-1.392287e+00	5.733731e+01	1.631088e+02	1.058733e+03	NaN	NaN	NaN	NaN	NaN	0.338	C	0	0	unmatched_581.54
648	5190.975	6047.380	21.3607589	-1.1783657	15.193	7.472	6.410	0.5082	3.026825e+03	3.066485e+02	21.2975	0.1100	3.788	15.540	4.0871	27.7854	9.871	3.102018e+01	1.239268e+02	5.678236e+02	7.054960e+02	NaN	NaN	NaN	NaN	NaN	0.313	C	0	0	unmatched_490.13
649	4933.235	6057.147	21.3795920	-1.1776524	16.715	6.199	35.249	0.6291	9.409596e+03	2.905916e+02	20.0661	0.0335	3.648	18.661	4.9079	27.9922	32.381	1.743620e+01	9.377000e+01	4.991655e+02	5.999376e+02	NaN	NaN	NaN	NaN	NaN	0.355	C	0	0	unmatched_434.84
650	1116.881	6062.486	21.6584527	-1.1772506	10.598	10.270	61.427	0.0309	2.941399e+04	2.966096e+02	18.8286	0.0109	3.736	13.267	3.4893	27.8627	99.167	1.938939e+01	1.335615e+02	5.892282e+02	7.249851e+02	0.360	14.440	3.415	23.5621	27.5328	0.553	B	0	0	unmatched_368.50
651	3262.311	6075.067	21.5016869	-1.1763416	15.601	7.589	-70.962	0.5136	3.849718e+03	3.221329e+02	21.0364	0.0909	3.951	13.213	3.4749	27.5831	11.951	4.821512e+01	2.081651e+02	5.435008e+02	6.225808e+02	0.360	18.051	4.248	22.9999	27.5952	0.413	C	0	0	unmatched_272.82
652	5962.080	5985.313	21.3044138	-1.1828986	25.257	16.922	-51.355	0.3300	2.170209e+04	5.228249e+02	19.1587	0.0262	3.500	38.735	10.1874	27.6812	41.509	2.373365e+02	4.685446e+02	7.809169e+02	3.214172e+03	NaN	NaN	NaN	NaN	NaN	0.544	B	0	0	unmatched_586.13
653	5648.741	6134.919	21.3273100	-1.1719700	15.910	4.965	5.003	0.6880	1.435551e+03	2.349214e+02	22.1075	0.1777	3.500	13.618	3.5815	28.1851	6.111	2.014129e+01	1.286089e+02	4.271480e+02	5.891606e+02	0.360	19.570	3.731	23.2190	27.5077	0.268	D	0	0	unmatched_597.91
654	4734.075	6113.448	21.3941447	-1.1735395	25.145	15.665	-74.042	0.3770	1.056190e+05	7.037545e+02	17.4406	0.0072	4.108	29.827	7.8446	28.3550	150.079	-3.578653e+01	2.537673e+01	4.470598e+02	1.509228e+03	NaN	NaN	NaN	NaN	NaN	0.408	C	0	0	unmatched_403.24
655	4823.291	6119.236	21.3876257	-1.1731166	21.282	16.107	73.700	0.2432	1.054491e+04	5.377171e+02	19.9424	0.0554	3.500	26.330	6.9247	27.6905	19.611	2.508147e+01	5.513488e+01	9.395103e+02	1.593758e+03	0.360	15.609	4.299	22.7847	25.9156	0.555	B	0	0	unmatched_421.99
656	4906.198	6135.558	21.3815677	-1.1719242	14.659	5.982	-44.659	0.5919	3.212802e+03	2.551513e+02	21.2328	0.0862	3.500	16.490	4.3368	27.8931	12.592	1.019972e+01	1.554317e+02	4.172217e+02	7.452091e+02	0.360	13.280	4.162	23.6722	27.4103	0.376	C	0	0	unmatched_441.61
657	2330.884	6160.341	21.5697458	-1.1701087	22.900	13.129	69.096	0.4267	8.649384e+03	5.218398e+02	20.1575	0.0655	3.865	25.310	6.6566	28.1517	16.575	4.406033e+01	9.784861e+01	4.239617e+02	1.291011e+03	0.614	92.312	4.059	21.9994	27.6683	0.480	C	0	0	unmatched_294.85
658	3592.938	6196.903	21.4775277	-1.1674417	12.783	5.768	49.716	0.5488	4.292466e+03	2.447779e+02	20.9182	0.0619	3.854	24.894	6.5470	28.3176	17.536	1.971975e+02	3.589970e+02	5.200646e+02	1.281544e+03	2.931	63.916	3.319	21.8648	28.4185	0.413	C	0	0	unmatched_290.78
659	4939.841	6192.600	21.3791094	-1.1677570	17.802	14.290	-59.024	0.1973	1.177487e+04	4.300039e+02	19.8226	0.0396	3.500	14.117	3.7128	27.2787	27.383	2.559445e+01	1.190804e+02	8.919294e+02	9.511575e+02	0.360	14.264	3.474	22.8406	26.8175	0.587	B	0	0	unmatched_457.91
660	3090.307	6213.575	21.5142548	-1.1662225	18.520	12.591	42.237	0.3201	1.386396e+04	4.137148e+02	19.6453	0.0324	3.720	19.979	5.2544	28.0496	33.511	3.525248e+01	8.682964e+01	5.237936e+02	1.203216e+03	NaN	NaN	NaN	NaN	NaN	0.430	C	0	0	unmatched_323.23
661	5144.635	6202.662	21.3641451	-1.1670218	11.824	5.961	29.728	0.4959	8.790389e+03	2.531199e+02	20.1400	0.0313	3.842	28.035	7.3731	26.7666	34.728	2.525825e+02	6.581884e+02	8.679232e+02	7.357845e+03	NaN	NaN	NaN	NaN	NaN	0.589	B	0	0	unmatched_502.32
662	3245.359	6212.247	21.5029252	-1.1663200	23.152	8.955	-82.532	0.6132	1.181580e+04	5.111796e+02	19.8188	0.0470	4.757	14.656	3.8547	28.1278	23.115	9.540776e+01	1.548575e+02	4.265031e+02	4.788051e+02	0.360	24.148	5.854	23.2220	27.7448	0.377	C	0	0	unmatched_308.53
663	2021.590	6242.481	21.5923452	-1.1641066	17.025	12.096	22.815	0.2895	3.681794e+05	4.247006e+02	16.0849	0.0013	3.960	17.852	4.6951	28.4517	866.915	2.308836e+01	1.035944e+02	4.523552e+02	7.138661e+02	1.961	85.127	3.252	22.6069	28.9834	0.486	C	0	0	unmatched_310.77
664	6745.688	6285.851	21.2471569	-1.1609405	10.752	6.604	81.389	0.3858	3.414663e+03	2.328662e+02	21.1666	0.0740	3.674	10.542	2.7724	27.0568	14.664	9.456538e+01	3.353770e+02	5.302808e+02	1.142121e+03	NaN	NaN	NaN	NaN	NaN	0.469	C	0	0	unmatched_755.24
665	5720.458	6291.771	21.3220700	-1.1605111	14.627	5.490	-16.998	0.6246	3.712147e+03	2.298068e+02	21.0759	0.0672	3.500	29.325	7.7126	27.9148	16.153	2.271445e+02	3.109019e+02	4.479323e+02	2.565790e+03	NaN	NaN	NaN	NaN	NaN	0.370	C	0	0	unmatched_642.51
666	145.828	6295.638	21.7294037	-1.1602108	9.518	5.878	-37.775	0.3824	1.010009e+03	1.978590e+02	22.4892	0.2127	3.500	10.961	2.8827	26.7451	5.105	1.096025e+02	4.721060e+02	8.213599e+02	1.036857e+03	0.360	12.333	3.404	22.7726	26.7481	0.489	C	0	0	unmatched_607.42
667	3961.222	6317.818	21.4506170	-1.1586090	13.257	8.462	82.845	0.3617	3.758901e+03	2.696600e+02	21.0623	0.0779	3.500	14.462	3.8034	28.1661	13.939	-3.203696e+00	1.209536e+02	4.917891e+02	4.876506e+02	0.360	17.353	3.123	23.1249	27.9296	0.408	C	0	0	unmatched_336.93
668	3197.808	6308.578	21.5063994	-1.1592825	19.209	9.819	40.056	0.4888	8.400077e+03	3.750408e+02	20.1893	0.0485	3.698	9.738	2.5611	27.0846	22.398	1.673544e+01	3.245779e+02	6.374970e+02	7.537015e+02	NaN	NaN	NaN	NaN	NaN	0.483	C	0	0	unmatched_336.46
669	4361.036	6322.558	21.4214027	-1.1582631	15.769	6.772	50.440	0.5705	5.227234e+03	2.707347e+02	20.7043	0.0562	3.500	27.214	7.1572	28.3087	19.308	2.460415e+02	3.593448e+02	4.901182e+02	1.309013e+03	0.549	3.606	3.668	23.8439	25.3657	0.461	C	0	0	unmatched_381.90
670	3748.063	6370.345	21.4661923	-1.1547714	25.941	12.914	-42.509	0.5022	6.704670e+04	6.383308e+02	17.9341	0.0103	4.671	28.447	7.4815	28.3674	105.034	2.552477e+01	3.401036e+01	1.118132e+02	1.070548e+03	2.099	9.874	4.844	55.6611	58.3826	0.463	C	0	0	unmatched_338.91
671	5333.506	6382.607	21.3503446	-1.1538758	27.677	12.535	5.468	0.5471	2.369772e+04	5.916521e+02	19.0632	0.0271	4.114	45.887	12.0682	28.3255	40.053	1.180742e+01	2.572535e+01	5.725846e+02	1.544461e+03	0.360	22.038	3.984	22.6692	27.6203	0.481	C	0	0	unmatched_570.34
672	84.390	6371.360	21.7338920	-1.1546785	22.930	14.395	-39.578	0.3722	1.228291e+04	4.637632e+02	19.7767	0.0410	3.836	28.069	7.3820	28.4759	26.485	1.309235e+01	1.801119e+02	4.532725e+02	8.275355e+02	NaN	NaN	NaN	NaN	NaN	0.387	C	16	0	unmatched_631.76
673	2493.965	6391.462	21.5578284	-1.1532251	10.180	7.599	58.389	0.2535	9.683710e+03	2.639416e+02	20.0349	0.0296	3.865	11.900	3.1298	26.8686	36.689	1.643397e+02	4.520248e+02	7.857447e+02	1.397766e+03	0.360	7.183	6.811	23.6830	26.7422	0.582	B	0	0	unmatched_364.37
674	1681.911	6393.183	21.6171642	-1.1530955	13.027	6.982	-16.945	0.4640	5.363630e+03	2.549506e+02	20.6764	0.0516	3.500	24.154	6.3524	27.2105	21.038	2.631294e+02	4.828618e+02	9.914844e+02	3.388081e+03	NaN	NaN	NaN	NaN	NaN	0.523	B	0	0	unmatched_366.55
675	3457.448	6421.661	21.4874273	-1.1510219	12.845	8.343	20.275	0.3505	9.411393e+03	2.665409e+02	20.0659	0.0307	3.500	10.863	2.8570	27.1330	35.309	1.369170e+02	3.037756e+02	6.172330e+02	7.144020e+02	0.360	9.007	5.761	23.6892	26.3222	0.538	B	0	0	unmatched_351.65
676	1086.405	6429.084	21.6606766	-1.1504692	10.968	3.756	27.338	0.6576	1.166917e+03	1.773504e+02	22.3324	0.1650	3.500	16.827	4.4255	27.8675	6.580	1.976110e+02	2.696408e+02	6.031811e+02	7.326849e+02	NaN	NaN	NaN	NaN	NaN	0.240	D	0	0	unmatched_447.17
677	4002.595	6387.323	21.4475938	-1.1535314	6.799	4.194	77.755	0.3832	2.510478e+03	1.366429e+02	21.5006	0.0591	3.500	10.525	2.7682	27.0360	18.373	2.951535e+02	3.601286e+02	7.241786e+02	2.217031e+03	0.694	2.532	4.969	23.8026	24.7505	0.579	B	0	0	unmatched_357.61
678	5250.048	6482.376	21.3564430	-1.1465874	13.165	11.095	-24.392	0.1573	2.545823e+03	3.289208e+02	21.4854	0.1403	3.500	16.295	4.2857	27.9746	7.740	2.263565e+01	1.168587e+02	5.274890e+02	7.566211e+02	NaN	NaN	NaN	NaN	NaN	0.360	C	0	0	unmatched_569.35
679	2344.313	6502.451	21.5687628	-1.1451163	17.429	11.604	-16.869	0.3342	2.007013e+04	3.761525e+02	19.2436	0.0203	3.500	22.353	5.8788	27.7072	53.356	2.376213e+02	3.602965e+02	6.024943e+02	1.859391e+03	NaN	NaN	NaN	NaN	NaN	0.481	C	0	0	unmatched_383.91
680	424.295	6529.712	21.7090545	-1.1431132	12.326	3.880	-67.633	0.6852	1.568646e+03	2.091293e+02	22.0112	0.1447	3.500	11.335	2.9810	27.0300	7.501	1.711395e+02	3.552828e+02	5.826653e+02	1.051861e+03	0.360	9.866	4.286	23.2363	25.8556	0.401	C	0	0	unmatched_585.46
681	1436.901	6507.475	21.6350659	-1.1447447	19.846	13.100	-41.926	0.3399	5.192553e+04	4.841777e+02	18.2115	0.0101	3.981	44.327	11.6579	28.3118	107.245	2.272750e+02	3.062838e+02	4.236697e+02	1.378047e+03	NaN	NaN	NaN	NaN	NaN	0.475	C	0	0	unmatched_417.83
682	5575.201	6555.626	21.3326844	-1.1412358	7.095	3.983	58.629	0.4387	1.456827e+03	1.319708e+02	22.0915	0.0984	3.500	13.012	3.4222	27.8345	11.039	2.221543e+02	2.458835e+02	4.839255e+02	9.640425e+02	0.368	2.583	3.276	24.2625	25.1031	0.404	C	0	0	unmatched_648.50
683	2814.310	6558.303	21.5344203	-1.1410379	16.619	7.613	4.165	0.5419	9.257350e+03	2.801126e+02	20.0838	0.0329	3.500	37.400	9.8362	27.8192	33.049	1.347288e+02	3.605177e+02	5.876050e+02	2.573722e+03	NaN	NaN	NaN	NaN	NaN	0.467	C	0	0	unmatched_435.81
684	4142.780	6552.483	21.4373503	-1.1414659	16.780	6.851	-65.204	0.5917	9.056899e+03	3.255644e+02	20.1076	0.0390	3.998	39.229	10.3173	28.3167	27.819	5.620190e+00	1.068553e+02	3.649463e+02	1.996792e+03	NaN	NaN	NaN	NaN	NaN	0.393	C	0	0	unmatched_410.75
685	1932.380	6577.119	21.5988616	-1.1396597	6.269	3.835	27.614	0.3882	2.547329e+03	1.276144e+02	21.4848	0.0544	3.500	11.055	2.9074	27.1039	19.961	3.033992e+02	3.507303e+02	8.467798e+02	1.972592e+03	NaN	NaN	NaN	NaN	NaN	0.510	B	0	0	unmatched_400.51
686	3649.046	6571.870	21.4734270	-1.1400490	11.903	6.357	33.774	0.4660	1.445572e+03	2.242112e+02	22.0999	0.1684	3.500	10.101	2.6566	27.6341	6.447	3.740656e+01	1.917204e+02	3.885806e+02	4.045613e+02	0.360	12.788	2.941	23.7872	27.4082	0.380	C	0	0	unmatched_389.69
687	5471.507	6553.617	21.3402613	-1.1413827	11.548	5.443	-14.285	0.5287	3.843029e+03	2.029342e+02	21.0383	0.0573	3.544	24.769	6.5142	27.8456	18.937	2.684122e+02	4.359341e+02	7.705027e+02	1.955647e+03	0.483	4.094	3.587	23.6580	25.4764	0.510	B	0	0	unmatched_626.45
688	5489.149	6600.537	21.3389723	-1.1379550	9.239	4.278	-13.876	0.5369	1.408512e+03	1.610335e+02	22.1281	0.1241	3.500	19.253	5.0635	27.8843	8.747	2.285803e+02	3.170023e+02	6.217192e+02	1.075382e+03	0.849	3.632	3.627	23.8648	25.5957	0.415	C	0	0	unmatched_637.72
689	1538.896	6600.020	21.6276126	-1.1379846	12.161	7.323	50.996	0.3978	3.184994e+03	2.570792e+02	21.2422	0.0876	3.504	12.355	3.2493	27.8253	12.389	3.484010e+01	1.525708e+02	4.204170e+02	5.589496e+02	NaN	NaN	NaN	NaN	NaN	0.347	C	0	0	unmatched_430.16
690	142.197	6604.221	21.7296658	-1.1376679	14.856	10.123	40.487	0.3186	2.727291e+03	3.384134e+02	21.4107	0.1347	3.500	14.864	3.9093	28.0626	8.059	-8.352764e-01	9.602961e+01	5.178553e+02	5.462525e+02	0.360	42.294	3.578	22.5469	27.3184	0.381	C	0	0	unmatched_655.08
691	3860.614	6587.119	21.4579679	-1.1389353	8.154	5.664	-49.143	0.3053	9.663606e+03	1.928329e+02	20.0372	0.0217	3.754	11.349	2.9848	26.8909	50.114	3.037971e+02	4.636002e+02	7.019699e+02	3.716831e+03	NaN	NaN	NaN	NaN	NaN	0.561	B	0	0	unmatched_399.73
692	3544.227	6671.962	21.4810858	-1.1327367	17.829	8.841	60.983	0.5041	3.500616e+03	3.743552e+02	21.1396	0.1161	3.500	27.096	7.1262	28.2317	9.351	2.205787e+02	2.888706e+02	2.866334e+02	1.264538e+03	NaN	NaN	NaN	NaN	NaN	0.290	D	0	0	unmatched_415.90
693	988.083	6670.230	21.6678588	-1.1328521	11.823	4.274	30.768	0.6385	2.272282e+03	2.386202e+02	21.6088	0.1140	3.500	14.815	3.8962	27.7618	9.523	8.779532e+00	2.235230e+02	3.264550e+02	1.009516e+03	0.360	15.243	5.797	23.6645	27.4267	0.336	C	0	0	unmatched_513.79
694	2059.628	6641.338	21.5895635	-1.1349689	10.500	5.916	-54.205	0.4366	3.449569e+03	2.259179e+02	21.1556	0.0711	3.500	15.448	4.0627	27.3144	15.269	3.034451e+02	4.065137e+02	7.849026e+02	1.660129e+03	0.499	2.821	4.267	23.7173	24.9490	0.534	B	0	0	unmatched_415.12
695	2072.778	6671.662	21.5886024	-1.1327536	12.431	5.897	45.575	0.5256	3.932843e+03	2.596410e+02	21.0132	0.0717	3.548	31.465	8.2753	28.1544	15.147	2.561807e+02	3.995907e+02	6.394543e+02	2.714989e+03	NaN	NaN	NaN	NaN	NaN	0.361	C	0	0	unmatched_423.02
696	439.445	6682.918	21.7079460	-1.1319212	10.982	4.784	83.138	0.5643	2.462833e+03	2.548404e+02	21.5214	0.1123	3.817	13.829	3.6371	27.7659	9.664	1.687603e+01	1.317882e+02	3.352131e+02	1.282010e+03	NaN	NaN	NaN	NaN	NaN	0.294	D	0	0	unmatched_609.89
697	4407.207	6735.157	21.4180288	-1.1281211	7.867	4.319	-63.842	0.4510	2.589625e+03	1.991350e+02	21.4669	0.0835	3.930	20.102	5.2869	27.5828	13.004	3.239247e+02	5.016753e+02	7.955917e+02	2.147196e+03	0.401	3.948	7.521	23.4964	25.2091	0.435	C	0	0	unmatched_482.66
698	3749.698	6713.615	21.4660722	-1.1296941	17.948	7.514	52.867	0.5814	4.959993e+03	3.475868e+02	20.7613	0.0761	3.500	18.081	4.7553	26.7507	14.270	2.567565e+02	4.150208e+02	2.084623e+03	2.813615e+03	NaN	NaN	NaN	NaN	NaN	0.484	C	0	0	unmatched_428.70
699	83.007	6744.387	21.7339891	-1.1274279	11.545	9.203	-16.770	0.2029	1.866781e+03	3.208872e+02	21.8223	0.1866	3.500	9.613	2.5282	26.8029	5.818	1.190798e+02	4.129297e+02	8.420196e+02	7.788120e+02	0.360	14.774	4.751	22.5195	26.8366	0.508	B	16	0	unmatched_690.38
700	6140.206	6824.332	21.2914010	-1.1216045	18.369	7.412	47.482	0.5965	9.119527e+02	2.588879e+02	22.6001	0.3082	3.500	13.807	3.6312	27.6472	3.523	3.153784e+01	1.503830e+02	4.033829e+02	4.790322e+02	0.360	7.420	3.778	23.7253	25.8505	0.331	C	16	0	unmatched_808.95
701	5743.953	277.173	21.3203378	-1.5999082	25.390	9.938	-79.908	0.6086	8.055376e+03	4.309885e+02	20.2348	0.0581	3.500	26.217	6.8950	28.3606	18.690	-9.794443e+00	7.954950e+01	3.322656e+02	1.055590e+03	NaN	NaN	NaN	NaN	NaN	0.325	C	0	0	unmatched_419.98
